rom	bdrate	romsym	bdratesym
65.25	-3.42	52.31	3.42
65.30	-3.43	52.31	3.43
65.34	-3.43	52.31	3.43
65.39	-3.44	52.31	3.44
65.44	-3.44	52.31	3.44
65.48	-3.44	52.31	3.44
65.58	-3.45	52.41	3.45
65.77	-3.45	52.59	3.45
65.81	-3.45	52.59	3.45
65.86	-3.46	52.59	3.46
65.91	-3.46	52.59	3.46
66.00	-3.46	52.59	3.46
66.09	-3.47	52.69	3.47
66.14	-3.46	52.69	3.46
66.19	-3.46	52.69	3.46
66.38	-3.47	52.88	3.47
66.47	-3.47	52.97	3.47
66.52	-3.46	52.97	3.46
66.89	-3.47	53.34	3.47
66.94	-3.48	53.34	3.48
66.98	-3.47	53.34	3.47
67.03	-3.46	53.34	3.46
67.13	-3.47	53.34	3.47
67.17	-3.47	53.34	3.47
67.27	-3.47	53.44	3.47
67.36	-3.48	53.44	3.48
67.45	-3.49	53.53	3.49
67.50	-3.48	53.53	3.48
67.59	-3.49	53.53	3.49
67.69	-3.49	53.53	3.49
67.73	-3.48	53.53	3.48
67.83	-3.49	53.63	3.49
68.02	-3.50	53.81	3.50
68.06	-3.49	53.81	3.49
68.11	-3.49	53.81	3.49
68.20	-3.50	53.81	3.50
68.30	-3.50	53.81	3.50
68.34	-3.49	53.81	3.49
68.44	-3.50	53.81	3.50
69.19	-3.50	54.56	3.50
69.38	-3.50	54.56	3.50
69.42	-3.49	54.56	3.49
69.52	-3.50	54.56	3.50
69.70	-3.51	54.56	3.51
69.75	-3.49	54.56	3.49
69.84	-3.51	54.56	3.51
70.03	-3.52	54.75	3.52
70.13	-3.52	54.75	3.52
70.22	-3.51	54.75	3.51
70.31	-3.52	54.75	3.52
70.41	-3.51	54.75	3.51
70.50	-3.52	54.75	3.52
70.69	-3.52	54.94	3.52
70.78	-3.52	54.94	3.52
70.97	-3.52	55.13	3.52
71.16	-3.52	55.13	3.52
71.34	-3.53	55.31	3.53
71.44	-3.51	55.31	3.51
71.53	-3.53	55.31	3.53
71.63	-3.52	55.31	3.52
72.38	-3.53	56.06	3.53
72.56	-3.53	56.06	3.53
72.94	-3.53	56.06	3.53
73.03	-3.54	56.06	3.54
73.22	-3.55	56.06	3.55
73.31	-3.53	56.06	3.53
73.41	-3.53	56.06	3.53
73.59	-3.54	56.25	3.54
73.78	-3.54	56.25	3.54
73.88	-3.52	56.25	3.52
74.06	-3.53	56.25	3.53
74.25	-3.53	56.25	3.53
74.44	-3.54	56.25	3.54
74.63	-3.53	56.25	3.53
74.81	-3.53	56.25	3.53
75.00	-3.53	56.25	3.53
75.38	-3.54	56.63	3.54
75.56	-3.53	56.63	3.53
75.75	-3.54	56.63	3.54
75.94	-3.54	56.63	3.54
76.13	-3.54	56.63	3.54
76.50	-3.55	57.00	3.55
76.69	-3.54	57.00	3.54
76.88	-3.53	57.00	3.53
77.25	-3.54	57.38	3.54
77.63	-3.55	57.75	3.55
77.81	-3.54	57.75	3.54
78.19	-3.55	58.13	3.55
78.56	-3.55	58.13	3.55
78.75	-3.55	58.13	3.55
78.94	-3.54	58.13	3.54
79.31	-3.54	58.50	3.54
79.50	-3.51	58.50	3.51
79.88	-3.54	58.88	3.54
80.25	-3.54	58.88	3.54
80.44	-3.54	58.88	3.54
60.38	-2.58	48.75	2.58
60.42	-2.67	48.80	2.67
60.47	-2.75	48.80	2.75
60.52	-2.80	48.84	2.80
60.56	-2.85	48.89	2.85
60.61	-2.89	48.94	2.89
60.66	-2.93	48.98	2.93
60.70	-2.94	49.03	2.94
60.75	-2.95	49.08	2.95
60.80	-2.98	49.13	2.98
60.84	-3.00	49.13	3.00
60.89	-3.02	49.17	3.02
60.94	-3.03	49.22	3.03
60.98	-3.04	49.27	3.04
61.03	-3.05	49.27	3.05
61.08	-3.05	49.31	3.05
61.13	-3.06	49.36	3.06
61.17	-3.08	49.36	3.08
61.27	-3.08	49.45	3.08
61.31	-3.10	49.50	3.10
61.50	-3.12	49.69	3.12
61.55	-3.13	49.69	3.13
61.59	-3.15	49.73	3.15
61.64	-3.15	49.78	3.15
61.69	-3.16	49.78	3.16
61.73	-3.16	49.78	3.16
61.78	-3.17	49.78	3.17
62.16	-3.19	50.16	3.19
62.20	-3.20	50.16	3.20
62.25	-3.21	50.16	3.21
62.30	-3.21	50.16	3.21
62.34	-3.22	50.20	3.22
62.39	-3.22	50.25	3.22
62.44	-3.22	50.25	3.22
62.48	-3.23	50.25	3.23
62.58	-3.24	50.34	3.24
62.67	-3.25	50.44	3.25
62.72	-3.27	50.44	3.27
62.91	-3.29	50.63	3.29
62.95	-3.29	50.67	3.29
63.05	-3.32	50.67	3.32
63.09	-3.32	50.67	3.32
63.14	-3.33	50.67	3.33
63.19	-3.34	50.67	3.34
63.23	-3.35	50.67	3.35
63.28	-3.36	50.72	3.36
63.33	-3.37	50.72	3.37
63.38	-3.36	50.72	3.36
63.56	-3.38	50.91	3.38
63.61	-3.38	50.95	3.38
63.66	-3.38	50.95	3.38
64.41	-3.39	51.70	3.39
64.45	-3.39	51.70	3.39
64.55	-3.39	51.80	3.39
64.59	-3.40	51.80	3.40
64.64	-3.40	51.80	3.40
64.69	-3.41	51.84	3.41
64.78	-3.41	51.94	3.41
64.97	-3.42	51.94	3.42
65.02	-3.43	51.94	3.43
65.06	-3.42	51.94	3.42
65.44	-3.42	52.31	3.42
65.48	-3.43	52.31	3.43
65.53	-3.44	52.31	3.44
65.58	-3.45	52.31	3.45
65.63	-3.44	52.31	3.44
65.67	-3.44	52.31	3.44
65.77	-3.46	52.41	3.46
65.95	-3.46	52.59	3.46
66.00	-3.45	52.59	3.45
66.05	-3.46	52.59	3.46
66.09	-3.46	52.59	3.46
66.19	-3.47	52.59	3.47
66.28	-3.47	52.69	3.47
66.33	-3.46	52.69	3.46
66.38	-3.46	52.69	3.46
66.56	-3.47	52.88	3.47
66.66	-3.47	52.97	3.47
66.70	-3.47	52.97	3.47
67.08	-3.48	53.34	3.48
67.13	-3.48	53.34	3.48
67.17	-3.48	53.34	3.48
67.22	-3.46	53.34	3.46
67.31	-3.48	53.34	3.48
67.36	-3.47	53.34	3.47
67.45	-3.48	53.44	3.48
67.55	-3.48	53.44	3.48
67.64	-3.49	53.53	3.49
67.69	-3.49	53.53	3.49
67.78	-3.49	53.53	3.49
67.88	-3.50	53.53	3.50
67.92	-3.48	53.53	3.48
68.02	-3.50	53.63	3.50
68.20	-3.51	53.81	3.51
68.25	-3.49	53.81	3.49
68.30	-3.49	53.81	3.49
68.39	-3.50	53.81	3.50
68.48	-3.51	53.81	3.51
68.53	-3.49	53.81	3.49
68.63	-3.50	53.81	3.50
69.38	-3.50	54.56	3.50
69.56	-3.51	54.56	3.51
69.61	-3.49	54.56	3.49
69.70	-3.50	54.56	3.50
69.89	-3.52	54.56	3.52
69.94	-3.50	54.56	3.50
70.03	-3.52	54.56	3.52
70.22	-3.53	54.75	3.53
70.31	-3.52	54.75	3.52
70.41	-3.52	54.75	3.52
70.50	-3.53	54.75	3.53
70.59	-3.51	54.75	3.51
70.69	-3.52	54.75	3.52
70.88	-3.53	54.94	3.53
70.97	-3.52	54.94	3.52
71.16	-3.52	55.13	3.52
71.34	-3.52	55.13	3.52
71.53	-3.53	55.31	3.53
71.63	-3.52	55.31	3.52
71.72	-3.53	55.31	3.53
71.81	-3.52	55.31	3.52
72.56	-3.53	56.06	3.53
72.75	-3.53	56.06	3.53
73.13	-3.54	56.06	3.54
73.22	-3.54	56.06	3.54
73.41	-3.56	56.06	3.56
73.50	-3.53	56.06	3.53
73.59	-3.53	56.06	3.53
73.78	-3.54	56.25	3.54
73.97	-3.54	56.25	3.54
74.06	-3.52	56.25	3.52
74.25	-3.54	56.25	3.54
74.44	-3.53	56.25	3.53
74.63	-3.54	56.25	3.54
74.81	-3.53	56.25	3.53
75.00	-3.53	56.25	3.53
75.19	-3.54	56.25	3.54
75.56	-3.54	56.63	3.54
75.75	-3.54	56.63	3.54
75.94	-3.54	56.63	3.54
76.13	-3.54	56.63	3.54
76.31	-3.54	56.63	3.54
76.69	-3.55	57.00	3.55
76.88	-3.55	57.00	3.55
77.06	-3.53	57.00	3.53
77.44	-3.54	57.38	3.54
77.81	-3.55	57.75	3.55
78.00	-3.54	57.75	3.54
78.38	-3.55	58.13	3.55
78.75	-3.56	58.13	3.56
78.94	-3.55	58.13	3.55
79.13	-3.55	58.13	3.55
79.50	-3.55	58.50	3.55
79.69	-3.52	58.50	3.52
80.06	-3.54	58.88	3.54
80.44	-3.54	58.88	3.54
80.63	-3.54	58.88	3.54
60.56	-2.59	48.75	2.59
60.61	-2.67	48.80	2.67
60.66	-2.76	48.80	2.76
60.70	-2.81	48.84	2.81
60.75	-2.86	48.89	2.86
60.80	-2.90	48.94	2.90
60.84	-2.93	48.98	2.93
60.89	-2.95	49.03	2.95
60.94	-2.96	49.08	2.96
60.98	-2.99	49.13	2.99
61.03	-3.01	49.13	3.01
61.08	-3.03	49.17	3.03
61.13	-3.04	49.22	3.04
61.17	-3.05	49.27	3.05
61.22	-3.06	49.27	3.06
61.27	-3.06	49.31	3.06
61.31	-3.07	49.36	3.07
61.36	-3.09	49.36	3.09
61.45	-3.09	49.45	3.09
61.50	-3.11	49.50	3.11
61.69	-3.13	49.69	3.13
61.73	-3.14	49.69	3.14
61.78	-3.16	49.73	3.16
61.83	-3.16	49.78	3.16
61.88	-3.17	49.78	3.17
61.92	-3.17	49.78	3.17
61.97	-3.18	49.78	3.18
62.34	-3.20	50.16	3.20
62.39	-3.21	50.16	3.21
62.44	-3.22	50.16	3.22
62.48	-3.22	50.16	3.22
62.53	-3.23	50.20	3.23
62.58	-3.23	50.25	3.23
62.63	-3.23	50.25	3.23
62.67	-3.24	50.25	3.24
62.77	-3.24	50.34	3.24
62.86	-3.26	50.44	3.26
62.91	-3.28	50.44	3.28
63.09	-3.29	50.63	3.29
63.14	-3.30	50.67	3.30
63.23	-3.32	50.67	3.32
63.28	-3.33	50.67	3.33
63.33	-3.34	50.67	3.34
63.38	-3.35	50.67	3.35
63.42	-3.36	50.67	3.36
63.47	-3.36	50.72	3.36
63.52	-3.37	50.72	3.37
63.56	-3.37	50.72	3.37
63.75	-3.39	50.91	3.39
63.80	-3.39	50.95	3.39
63.84	-3.39	50.95	3.39
64.59	-3.40	51.70	3.40
64.64	-3.40	51.70	3.40
64.73	-3.40	51.80	3.40
64.78	-3.41	51.80	3.41
64.83	-3.41	51.80	3.41
64.88	-3.42	51.84	3.42
64.97	-3.42	51.94	3.42
65.16	-3.43	51.94	3.43
65.20	-3.44	51.94	3.44
65.25	-3.43	51.94	3.43
65.63	-3.43	52.31	3.43
65.67	-3.44	52.31	3.44
65.72	-3.45	52.31	3.45
65.77	-3.45	52.31	3.45
65.81	-3.45	52.31	3.45
65.86	-3.45	52.31	3.45
65.95	-3.46	52.41	3.46
66.14	-3.47	52.59	3.47
66.19	-3.46	52.59	3.46
66.23	-3.47	52.59	3.47
66.28	-3.47	52.59	3.47
66.38	-3.48	52.59	3.48
66.47	-3.48	52.69	3.48
66.52	-3.47	52.69	3.47
66.56	-3.47	52.69	3.47
66.75	-3.48	52.88	3.48
66.84	-3.48	52.97	3.48
66.89	-3.48	52.97	3.48
67.27	-3.49	53.34	3.49
67.31	-3.49	53.34	3.49
67.36	-3.49	53.34	3.49
67.41	-3.47	53.34	3.47
67.50	-3.48	53.34	3.48
67.55	-3.48	53.34	3.48
67.64	-3.49	53.44	3.49
67.73	-3.49	53.44	3.49
67.83	-3.50	53.53	3.50
67.88	-3.50	53.53	3.50
67.97	-3.50	53.53	3.50
68.06	-3.51	53.53	3.51
68.11	-3.49	53.53	3.49
68.20	-3.51	53.63	3.51
68.39	-3.51	53.81	3.51
68.44	-3.50	53.81	3.50
68.48	-3.50	53.81	3.50
68.58	-3.51	53.81	3.51
68.67	-3.51	53.81	3.51
68.72	-3.50	53.81	3.50
68.81	-3.51	53.81	3.51
69.56	-3.51	54.56	3.51
69.75	-3.52	54.56	3.52
69.80	-3.50	54.56	3.50
69.89	-3.51	54.56	3.51
70.08	-3.53	54.56	3.53
70.13	-3.51	54.56	3.51
70.22	-3.53	54.56	3.53
70.41	-3.54	54.75	3.54
70.50	-3.53	54.75	3.53
70.59	-3.53	54.75	3.53
70.69	-3.53	54.75	3.53
70.78	-3.52	54.75	3.52
70.88	-3.53	54.75	3.53
71.06	-3.54	54.94	3.54
71.16	-3.53	54.94	3.53
71.34	-3.53	55.13	3.53
71.53	-3.53	55.13	3.53
71.72	-3.54	55.31	3.54
71.81	-3.52	55.31	3.52
71.91	-3.54	55.31	3.54
72.00	-3.53	55.31	3.53
72.75	-3.54	56.06	3.54
72.94	-3.54	56.06	3.54
73.31	-3.54	56.06	3.54
73.41	-3.55	56.06	3.55
73.59	-3.56	56.06	3.56
73.69	-3.54	56.06	3.54
73.78	-3.54	56.06	3.54
73.97	-3.55	56.25	3.55
74.16	-3.55	56.25	3.55
74.25	-3.53	56.25	3.53
74.44	-3.54	56.25	3.54
74.63	-3.54	56.25	3.54
74.81	-3.55	56.25	3.55
75.00	-3.54	56.25	3.54
75.19	-3.54	56.25	3.54
75.38	-3.54	56.25	3.54
75.75	-3.55	56.63	3.55
75.94	-3.55	56.63	3.55
76.13	-3.55	56.63	3.55
76.31	-3.55	56.63	3.55
76.50	-3.55	56.63	3.55
76.88	-3.56	57.00	3.56
77.06	-3.56	57.00	3.56
77.25	-3.54	57.00	3.54
77.63	-3.55	57.38	3.55
78.00	-3.56	57.75	3.56
78.19	-3.55	57.75	3.55
78.56	-3.56	58.13	3.56
78.94	-3.56	58.13	3.56
79.13	-3.56	58.13	3.56
79.31	-3.56	58.13	3.56
79.69	-3.56	58.50	3.56
79.88	-3.53	58.50	3.53
80.25	-3.55	58.88	3.55
80.63	-3.55	58.88	3.55
80.81	-3.55	58.88	3.55
63.56	-2.60	48.75	2.60
63.61	-2.69	48.80	2.69
63.66	-2.78	48.80	2.78
63.70	-2.82	48.84	2.82
63.75	-2.87	48.89	2.87
63.80	-2.92	48.94	2.92
63.84	-2.95	48.98	2.95
63.89	-2.97	49.03	2.97
63.94	-2.98	49.08	2.98
63.98	-3.01	49.13	3.01
64.03	-3.03	49.13	3.03
64.08	-3.05	49.17	3.05
64.13	-3.06	49.22	3.06
64.17	-3.07	49.27	3.07
64.22	-3.08	49.27	3.08
64.27	-3.08	49.31	3.08
64.31	-3.09	49.36	3.09
64.36	-3.10	49.36	3.10
64.45	-3.11	49.45	3.11
64.50	-3.12	49.50	3.12
64.69	-3.15	49.69	3.15
64.73	-3.16	49.69	3.16
64.78	-3.18	49.73	3.18
64.83	-3.18	49.78	3.18
64.88	-3.18	49.78	3.18
64.92	-3.19	49.78	3.19
64.97	-3.20	49.78	3.20
65.34	-3.22	50.16	3.22
65.39	-3.23	50.16	3.23
65.44	-3.24	50.16	3.24
65.48	-3.24	50.16	3.24
65.53	-3.25	50.20	3.25
65.58	-3.24	50.25	3.24
65.63	-3.25	50.25	3.25
65.67	-3.25	50.25	3.25
65.77	-3.26	50.34	3.26
65.86	-3.28	50.44	3.28
65.91	-3.29	50.44	3.29
66.09	-3.31	50.63	3.31
66.14	-3.32	50.67	3.32
66.23	-3.34	50.67	3.34
66.28	-3.35	50.67	3.35
66.33	-3.36	50.67	3.36
66.38	-3.37	50.67	3.37
66.42	-3.38	50.67	3.38
66.47	-3.38	50.72	3.38
66.52	-3.39	50.72	3.39
66.56	-3.39	50.72	3.39
66.75	-3.40	50.91	3.40
66.80	-3.41	50.95	3.41
66.84	-3.41	50.95	3.41
67.59	-3.41	51.70	3.41
67.64	-3.42	51.70	3.42
67.73	-3.42	51.80	3.42
67.78	-3.42	51.80	3.42
67.83	-3.43	51.80	3.43
67.88	-3.44	51.84	3.44
67.97	-3.44	51.94	3.44
68.16	-3.45	51.94	3.45
68.20	-3.45	51.94	3.45
68.25	-3.45	51.94	3.45
68.63	-3.45	52.31	3.45
68.67	-3.46	52.31	3.46
68.72	-3.46	52.31	3.46
68.77	-3.47	52.31	3.47
68.81	-3.47	52.31	3.47
68.86	-3.47	52.31	3.47
68.95	-3.48	52.41	3.48
69.14	-3.48	52.59	3.48
69.19	-3.48	52.59	3.48
69.23	-3.49	52.59	3.49
69.28	-3.49	52.59	3.49
69.38	-3.49	52.59	3.49
69.47	-3.50	52.69	3.50
69.52	-3.49	52.69	3.49
69.56	-3.49	52.69	3.49
69.75	-3.50	52.88	3.50
69.84	-3.50	52.97	3.50
69.89	-3.49	52.97	3.49
70.27	-3.50	53.34	3.50
70.31	-3.50	53.34	3.50
70.36	-3.50	53.34	3.50
70.41	-3.49	53.34	3.49
70.50	-3.50	53.34	3.50
70.55	-3.50	53.34	3.50
70.64	-3.50	53.44	3.50
70.73	-3.51	53.44	3.51
70.83	-3.52	53.53	3.52
70.88	-3.51	53.53	3.51
70.97	-3.52	53.53	3.52
71.06	-3.52	53.53	3.52
71.11	-3.51	53.53	3.51
71.20	-3.52	53.63	3.52
71.39	-3.53	53.81	3.53
71.44	-3.51	53.81	3.51
71.48	-3.52	53.81	3.52
71.58	-3.53	53.81	3.53
71.67	-3.53	53.81	3.53
71.72	-3.52	53.81	3.52
71.81	-3.53	53.81	3.53
72.56	-3.53	54.56	3.53
72.75	-3.53	54.56	3.53
72.80	-3.52	54.56	3.52
72.89	-3.53	54.56	3.53
73.08	-3.54	54.56	3.54
73.13	-3.52	54.56	3.52
73.22	-3.54	54.56	3.54
73.41	-3.55	54.75	3.55
73.50	-3.55	54.75	3.55
73.59	-3.54	54.75	3.54
73.69	-3.55	54.75	3.55
73.78	-3.54	54.75	3.54
73.88	-3.55	54.75	3.55
74.06	-3.55	54.94	3.55
74.16	-3.55	54.94	3.55
74.34	-3.55	55.13	3.55
74.53	-3.55	55.13	3.55
74.72	-3.56	55.31	3.56
74.81	-3.54	55.31	3.54
74.91	-3.56	55.31	3.56
75.00	-3.55	55.31	3.55
75.75	-3.56	56.06	3.56
75.94	-3.56	56.06	3.56
76.31	-3.56	56.06	3.56
76.41	-3.57	56.06	3.57
76.59	-3.58	56.06	3.58
76.69	-3.56	56.06	3.56
76.78	-3.56	56.06	3.56
76.97	-3.57	56.25	3.57
77.16	-3.57	56.25	3.57
77.25	-3.55	56.25	3.55
77.44	-3.56	56.25	3.56
77.63	-3.56	56.25	3.56
77.81	-3.57	56.25	3.57
78.00	-3.56	56.25	3.56
78.19	-3.56	56.25	3.56
78.38	-3.56	56.25	3.56
78.75	-3.57	56.63	3.57
78.94	-3.56	56.63	3.56
79.13	-3.57	56.63	3.57
79.31	-3.57	56.63	3.57
79.50	-3.57	56.63	3.57
79.88	-3.58	57.00	3.58
80.06	-3.57	57.00	3.57
80.25	-3.56	57.00	3.56
80.63	-3.57	57.38	3.57
81.00	-3.58	57.75	3.58
81.19	-3.57	57.75	3.57
81.56	-3.58	58.13	3.58
81.94	-3.58	58.13	3.58
82.13	-3.58	58.13	3.58
82.31	-3.57	58.13	3.57
82.69	-3.57	58.50	3.57
82.88	-3.54	58.50	3.54
83.25	-3.57	58.88	3.57
83.63	-3.57	58.88	3.57
83.81	-3.57	58.88	3.57
63.94	-2.62	48.75	2.62
63.98	-2.71	48.80	2.71
64.03	-2.80	48.80	2.80
64.08	-2.84	48.84	2.84
64.13	-2.89	48.89	2.89
64.17	-2.93	48.94	2.93
64.22	-2.97	48.98	2.97
64.27	-2.98	49.03	2.98
64.31	-3.00	49.08	3.00
64.36	-3.03	49.13	3.03
64.41	-3.05	49.13	3.05
64.45	-3.07	49.17	3.07
64.50	-3.07	49.22	3.07
64.55	-3.08	49.27	3.08
64.59	-3.09	49.27	3.09
64.64	-3.10	49.31	3.10
64.69	-3.10	49.36	3.10
64.73	-3.12	49.36	3.12
64.83	-3.13	49.45	3.13
64.88	-3.14	49.50	3.14
65.06	-3.17	49.69	3.17
65.11	-3.18	49.69	3.18
65.16	-3.19	49.73	3.19
65.20	-3.20	49.78	3.20
65.25	-3.20	49.78	3.20
65.30	-3.21	49.78	3.21
65.34	-3.22	49.78	3.22
65.72	-3.24	50.16	3.24
65.77	-3.25	50.16	3.25
65.81	-3.26	50.16	3.26
65.86	-3.26	50.16	3.26
65.91	-3.27	50.20	3.27
65.95	-3.26	50.25	3.26
66.00	-3.27	50.25	3.27
66.05	-3.27	50.25	3.27
66.14	-3.28	50.34	3.28
66.23	-3.30	50.44	3.30
66.28	-3.31	50.44	3.31
66.47	-3.33	50.63	3.33
66.52	-3.34	50.67	3.34
66.61	-3.36	50.67	3.36
66.66	-3.37	50.67	3.37
66.70	-3.38	50.67	3.38
66.75	-3.39	50.67	3.39
66.80	-3.40	50.67	3.40
66.84	-3.40	50.72	3.40
66.89	-3.41	50.72	3.41
66.94	-3.41	50.72	3.41
67.13	-3.42	50.91	3.42
67.17	-3.43	50.95	3.43
67.22	-3.43	50.95	3.43
67.97	-3.43	51.70	3.43
68.02	-3.44	51.70	3.44
68.11	-3.44	51.80	3.44
68.16	-3.44	51.80	3.44
68.20	-3.45	51.80	3.45
68.25	-3.46	51.84	3.46
68.34	-3.46	51.94	3.46
68.53	-3.47	51.94	3.47
68.58	-3.47	51.94	3.47
68.63	-3.47	51.94	3.47
69.00	-3.47	52.31	3.47
69.05	-3.47	52.31	3.47
69.09	-3.48	52.31	3.48
69.14	-3.49	52.31	3.49
69.19	-3.49	52.31	3.49
69.23	-3.49	52.31	3.49
69.33	-3.50	52.41	3.50
69.52	-3.50	52.59	3.50
69.56	-3.50	52.59	3.50
69.61	-3.51	52.59	3.51
69.66	-3.51	52.59	3.51
69.75	-3.51	52.59	3.51
69.84	-3.51	52.69	3.51
69.89	-3.51	52.69	3.51
69.94	-3.51	52.69	3.51
70.13	-3.51	52.88	3.51
70.22	-3.52	52.97	3.52
70.27	-3.51	52.97	3.51
70.64	-3.52	53.34	3.52
70.69	-3.52	53.34	3.52
70.73	-3.52	53.34	3.52
70.78	-3.51	53.34	3.51
70.88	-3.52	53.34	3.52
70.92	-3.52	53.34	3.52
71.02	-3.52	53.44	3.52
71.11	-3.52	53.44	3.52
71.20	-3.53	53.53	3.53
71.25	-3.53	53.53	3.53
71.34	-3.54	53.53	3.54
71.44	-3.54	53.53	3.54
71.48	-3.53	53.53	3.53
71.58	-3.54	53.63	3.54
71.77	-3.55	53.81	3.55
71.81	-3.53	53.81	3.53
71.86	-3.54	53.81	3.54
71.95	-3.54	53.81	3.54
72.05	-3.55	53.81	3.55
72.09	-3.54	53.81	3.54
72.19	-3.55	53.81	3.55
72.94	-3.55	54.56	3.55
73.13	-3.55	54.56	3.55
73.17	-3.54	54.56	3.54
73.27	-3.55	54.56	3.55
73.45	-3.56	54.56	3.56
73.50	-3.54	54.56	3.54
73.59	-3.56	54.56	3.56
73.78	-3.57	54.75	3.57
73.88	-3.57	54.75	3.57
73.97	-3.56	54.75	3.56
74.06	-3.57	54.75	3.57
74.16	-3.56	54.75	3.56
74.25	-3.57	54.75	3.57
74.44	-3.57	54.94	3.57
74.53	-3.56	54.94	3.56
74.72	-3.57	55.13	3.57
74.91	-3.57	55.13	3.57
75.09	-3.57	55.31	3.57
75.19	-3.56	55.31	3.56
75.28	-3.58	55.31	3.58
75.38	-3.56	55.31	3.56
76.13	-3.58	56.06	3.58
76.31	-3.58	56.06	3.58
76.69	-3.58	56.06	3.58
76.78	-3.58	56.06	3.58
76.97	-3.60	56.06	3.60
77.06	-3.58	56.06	3.58
77.16	-3.57	56.06	3.57
77.34	-3.58	56.25	3.58
77.53	-3.59	56.25	3.59
77.63	-3.57	56.25	3.57
77.81	-3.58	56.25	3.58
78.00	-3.58	56.25	3.58
78.19	-3.59	56.25	3.59
78.38	-3.58	56.25	3.58
78.56	-3.58	56.25	3.58
78.75	-3.58	56.25	3.58
79.13	-3.59	56.63	3.59
79.31	-3.58	56.63	3.58
79.50	-3.58	56.63	3.58
79.69	-3.58	56.63	3.58
79.88	-3.59	56.63	3.59
80.25	-3.60	57.00	3.60
80.44	-3.59	57.00	3.59
80.63	-3.58	57.00	3.58
81.00	-3.59	57.38	3.59
81.38	-3.60	57.75	3.60
81.56	-3.58	57.75	3.58
81.94	-3.60	58.13	3.60
82.31	-3.60	58.13	3.60
82.50	-3.60	58.13	3.60
82.69	-3.59	58.13	3.59
83.06	-3.59	58.50	3.59
83.25	-3.56	58.50	3.56
83.63	-3.58	58.88	3.58
84.00	-3.59	58.88	3.59
84.19	-3.58	58.88	3.58
75.94	-2.66	60.75	2.66
75.98	-2.75	60.80	2.75
76.03	-2.84	60.80	2.84
76.08	-2.88	60.84	2.88
76.13	-2.93	60.89	2.93
76.17	-2.98	60.94	2.98
76.22	-3.01	60.98	3.01
76.27	-3.03	61.03	3.03
76.31	-3.04	61.08	3.04
76.36	-3.07	61.13	3.07
76.41	-3.09	61.13	3.09
76.45	-3.11	61.17	3.11
76.50	-3.12	61.22	3.12
76.55	-3.13	61.27	3.13
76.59	-3.13	61.27	3.13
76.64	-3.14	61.31	3.14
76.69	-3.15	61.36	3.15
76.73	-3.16	61.36	3.16
76.83	-3.17	61.45	3.17
76.88	-3.18	61.50	3.18
77.06	-3.21	61.69	3.21
77.11	-3.22	61.69	3.22
77.16	-3.24	61.73	3.24
77.20	-3.24	61.78	3.24
77.25	-3.24	61.78	3.24
77.30	-3.25	61.78	3.25
77.34	-3.26	61.78	3.26
77.72	-3.28	62.16	3.28
77.77	-3.29	62.16	3.29
77.81	-3.30	62.16	3.30
77.86	-3.30	62.16	3.30
77.91	-3.31	62.20	3.31
77.95	-3.30	62.25	3.30
78.00	-3.31	62.25	3.31
78.05	-3.31	62.25	3.31
78.14	-3.32	62.34	3.32
78.23	-3.34	62.44	3.34
78.28	-3.35	62.44	3.35
78.47	-3.37	62.63	3.37
78.52	-3.38	62.67	3.38
78.61	-3.40	62.67	3.40
78.66	-3.41	62.67	3.41
78.70	-3.42	62.67	3.42
78.75	-3.43	62.67	3.43
78.80	-3.44	62.67	3.44
78.84	-3.44	62.72	3.44
78.89	-3.45	62.72	3.45
78.94	-3.45	62.72	3.45
79.13	-3.46	62.91	3.46
79.17	-3.47	62.95	3.47
79.22	-3.47	62.95	3.47
79.97	-3.47	63.70	3.47
80.02	-3.48	63.70	3.48
80.11	-3.48	63.80	3.48
80.16	-3.48	63.80	3.48
80.20	-3.49	63.80	3.49
80.25	-3.50	63.84	3.50
80.34	-3.50	63.94	3.50
80.53	-3.51	63.94	3.51
80.58	-3.51	63.94	3.51
80.63	-3.51	63.94	3.51
81.00	-3.51	64.31	3.51
81.05	-3.52	64.31	3.52
81.09	-3.52	64.31	3.52
81.14	-3.53	64.31	3.53
81.19	-3.53	64.31	3.53
81.23	-3.53	64.31	3.53
81.33	-3.54	64.41	3.54
81.52	-3.54	64.59	3.54
81.56	-3.54	64.59	3.54
81.61	-3.55	64.59	3.55
81.66	-3.55	64.59	3.55
81.75	-3.55	64.59	3.55
81.84	-3.56	64.69	3.56
81.89	-3.55	64.69	3.55
81.94	-3.55	64.69	3.55
82.13	-3.55	64.88	3.55
82.22	-3.56	64.97	3.56
82.27	-3.55	64.97	3.55
82.64	-3.56	65.34	3.56
82.69	-3.56	65.34	3.56
82.73	-3.56	65.34	3.56
82.78	-3.55	65.34	3.55
82.88	-3.56	65.34	3.56
82.92	-3.56	65.34	3.56
83.02	-3.56	65.44	3.56
83.11	-3.56	65.44	3.56
83.20	-3.57	65.53	3.57
83.25	-3.57	65.53	3.57
83.34	-3.58	65.53	3.58
83.44	-3.58	65.53	3.58
83.48	-3.57	65.53	3.57
83.58	-3.58	65.63	3.58
83.77	-3.59	65.81	3.59
83.81	-3.57	65.81	3.57
83.86	-3.58	65.81	3.58
83.95	-3.59	65.81	3.59
84.05	-3.59	65.81	3.59
